数据表,,qy_meeting_detail,,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operatorname,,monitor_app_conf,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,totalmoney,订单总额,mc_express_order,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operatorname,操作人名称,health_education_article_collect_release,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,w_wheelchair,,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-个人健康监测传感-设备ID;健康医疗数据规范-个人属性数据-个人身份信息-身份证;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-物资数据
字段,,totalmoney,全部金额,p_his_bill,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,idcardbackurl,身份证背面照地址,nw_nursing_worker,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,cardno,患者卡号,b_user_escort,健康医疗数据规范-个人属性数据-个人身份信息-就诊卡号,
字段,,otherdept,其他科室,b_behos_checkin,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,p_bill_check,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-财务数据;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,membername,就诊人名称,yy_wait_list,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,presc_order_audit_old,处方审核,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,nw_nursing_serve,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,o_order_hisinfo,缓存所有与第三方调用后的结果集合，方便后续订单追溯,,,
字段,,cardno,卡号,o_refund_review,,
字段,,cardno,卡号,b_patient,健康医疗数据规范-个人属性数据-个人身份信息-就诊卡号,
字段,,areaid,病区ID,ca_leave_record,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operatorname,,mc_consignee_address,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,drugscode,院内药品编码,p_drugs_catalog_manage,,健康医疗数据规范-医疗应用数据-用药信息-药品编码
字段,,operatorname,操作人姓名,sys_messagerecord,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,qy_meeting,,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,arb_check_arbitration,仲裁审核表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,idno,患者证件号,r_online_ask,,
字段,,username,患者姓名,s_signin,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,operatorname,,presc_order_audit,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,password,密码,base_doctor_account,健康医疗数据规范-个人属性数据-个人通讯信息-账号及关联信息,
字段,,operatorname,操作人名称,c_activity_member,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,r_online_ask,监管平台在线咨询表,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-人口统计信息-出生日期;健康医疗数据规范-个人属性数据-人口统计信息-工作单位;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-性别;健康医疗数据规范-个人属性数据-个人身份信息-身份证;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,thirdcompenycorpid,第三方合作法人身份证号,b_hospital_ex,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,hospitalno,住院号,b_patient,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,mcardno,医保卡,b_patient_old,健康医疗数据规范-个人属性数据-个人身份信息-社保卡,
字段,,deptid,指定科室ID,b_failure_report,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,sys_dict_type,字典类型表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,membername,成员名称,qy_member_copy1,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,jxzc,教学职称,base_doctor,健康医疗数据规范-个人属性数据-医护人员信息-医护职称,
数据表,,dd_user,钉钉用户表,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-性别,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,cons_consult_yywater,咨询开方表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operator_name,,sys_role_org,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,b_doctor,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,nucleicacidresult,核酸检测结果,b_user_escort,,
字段,,operatorname,操作人名称,pd_dept,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,cons_consult_room,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operatorname,操作人名称,health_education_article_collect,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,refundprice,退费金额,p_bill,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,sex,"性别  1男  2女 3未知",b_user_escort,健康医疗数据规范-个人属性数据-人口统计信息-性别,
数据表,,b_user_escort_record,检查人员扫描记录表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operatorname,,sys_sensitive_words,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,mc_mcopy_log,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,b_member,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,tb_copy_content,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,medicalinfo,报告内容,ai_tencent_predx_report,,
数据表,,p_bill_merch_rf,对账商户报表,,健康医疗数据规范-个人属性数据-个人身份信息-银行卡号,健康医疗数据规范-卫生资源数据-医院运营数据-财务数据
字段,,mobiles,联系电话（多个以逗号隔开）,b_doctor_member,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
数据表,,sv_subject,,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operator_name,操作人名称,svn_question,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,addressee,收件人,b_user_address,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,operatorname,操作人姓名,o_refundorder,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,tb_order_case,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,presc_order,处方列表—医院推送给我们的待审核处方,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-个人身份信息-身份证,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-医疗应用数据-诊断信息-疾病名称;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,regfee,"挂号费用 单位：分",yy_wait_list,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,escortsex,"陪护人员性别 1男2女3未知",b_user_escort,健康医疗数据规范-个人属性数据-人口统计信息-性别,
字段,,maindiagnosis,主诊断,presc_associate,,
数据表,,ev_message_result,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,tb_order_case,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,sumofmoney,总金额（分）,o_order_item,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,base_form,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,mobile,手机号码,m_msgqueue,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,assistdeptids,"协助科室ID 多个逗号分隔",b_failure_report_dispatch,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,memberid,成员ID,o_order,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,base_hospital,医院,,,健康医疗数据规范-卫生资源数据-医院基本数据
字段,,wheelchairno,轮椅编号,w_wheelchair,健康医疗数据规范-个人属性数据-个人健康监测传感-设备ID,
字段,,druggistdrugsname,药商药品名称,p_druggist_drugs_catalog_manage,,健康医疗数据规范-医疗应用数据-用药信息-药品名称
数据表,,sys_user_role,用户与角色对应关系,从属k,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,qy_activity,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,parient_id,上级科室ID,base_dept,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,sex,性别,svn_sample,健康医疗数据规范-个人属性数据-人口统计信息-性别,
数据表,,net_logistics_water,互联网物流配送流水表,,健康医疗数据规范-个人属性数据-个人身份信息-身份证;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operatorname,操作人名称,b_hospital_ex,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,b_behos_user,来院登记表,,健康医疗数据规范-个人属性数据-个人通讯信息-账号及关联信息;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-医疗应用数据-入院记录
字段,,deptname,,sys_user,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,svn_schedule_type,x7f计划任务分类,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,docname,医生姓名,b_doctor_ex,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,expressfee,快递费,mc_express_order,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operatorname,操作人名称,health_education_article_draft,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,doctorname,医生名称,svn_visit_plan,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,memberid,患者ID,b_user_escort,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,operatorname,操作人名称,p_druggist_drugs_catalog_manage,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,cardno,卡号,p_refund_review,,
字段,,operationids,手术id,tb_mcopy_case,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
数据表,,sys_login_info,,,健康医疗数据规范-个人属性数据-个人通讯信息-账号及关联信息;健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,w_wheelchair_config,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-物资数据
数据表,,pd_config,绩效分发-配置管理,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operatorname,操作人ID,qr_third_guide,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,shareprice,分账金额,ps_profit_share_receiver,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,jxzc_name,教学职称,base_doctor,健康医疗数据规范-个人属性数据-医护人员信息-医护职称,
字段,,id,病历号,mc_mcopy_case,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,doctorname,医生名称,yy_nat_water,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,mcardno,医保卡,b_patient,健康医疗数据规范-个人属性数据-个人身份信息-社保卡,
字段,,creatername,创建者姓名,w_wheelchair_user_dept,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,operatorname,操作人名字,ca_leave_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,pb_pos_bill,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,ps_profit_share_receiver,,,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,occupation_type,职业类别编号,base_doctor,健康医疗数据规范-个人属性数据-人口统计信息-职业,
数据表,,qrtz_simple_triggers,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,p_bill_notify,账单通知对象,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,appdepcode,预约科室编码,r_medical_appoint_water,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operatorname,,svn_collect_visit_temp,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,usermobile,手机号码,yy_water,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,operatorname,操作人名称,sv_collect_subject,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名字,m_cardno_openid,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,svn_visit_plan,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,health_education_article_collect_release,健康宣教-医生发布宣教记录表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,payprice,支付金额(分),p_refund_review,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,deptname,,sv_sample,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,svn_template_subject,新满意度_问卷模板,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-供应商数据;健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,idcardno,身份证号码,yy_water,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,operatorname,操作人名字,m_batch_push,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,pb_pos_bill_import_record,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,b_failure_report_sort,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operatorname,操作人名称,nw_nursing_worker_water,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,nurse,分诊护士,b_behos_checkin,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,membername,姓名,tx_pregnant,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,refundprice,退费金额（分）负数,pb_out_bill,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,qrtz_blob_triggers,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,operatorname,操作人名称,sys_role,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,deptid,科室Id,b_article_ex,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operatorname,操作者名称,o_order_out_biz,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,auditusername,审核用户姓名,presc_order_audit,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,corpidcordtail,资质证明-法人身份证反面,b_hospital_ex,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,moblie,,sv_sample,健康医疗数据规范-个人属性数据-医护人员信息-联系电话,
数据表,,m_backlog_msg,待办消息表,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,deptcode,科室代码,yy_nat_water,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,push_dept,面向科室,svn_sample,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,openid,用户ID,b_user_member_card,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,deptname,入院科室名,mc_mcopy_case,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,telephone,联系电话,b_failure_report,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,orderprice,订单金额(应收),p_2bill_check,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,cardno,卡号,q_queueinfo,健康医疗数据规范-个人属性数据-个人身份信息-就诊卡号,
字段,,diseasestype,诊断类型,r_online_med,,
字段,,address,详细地址,tb_express_order,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,idcardid,身份证号,s_signin,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,idcardno,身份证号码,base_doctor,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,otherfundamount,其他基金支付(分),pb_fjmi_out_bill,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,consultfee,咨询费用,cons_consult_water,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,cardno,成员卡号,m_msgqueue,健康医疗数据规范-个人属性数据-个人身份信息-就诊卡号,
字段,,deptid,科室id,svn_visit_plan,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operatorname,操作人名称,b_cardbag,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,p_fundauth_freeze,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-财务数据
数据表,,ps_profit_share_bak,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operatorname,操作人名称,b_doctor_member,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,deptname,科室名称,o_order_extension,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,address,,b_behos_triage,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,operatorname,操作人姓名,pb_fjmi_bill_rf,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,o_appraise_readwater,,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,idcard,医生身份证号,b_doctor_ex,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
数据表,,b_failure_report_dispatch,意见反馈派单表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,bat_account,,,健康医疗数据规范-个人属性数据-个人通讯信息-账号及关联信息,
字段,,areaname,病区名称,ca_leave_record,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,cardno,卡号,b_patient_old,,
数据表,,qy_attachment,,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,p_bill,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,qrtz_triggers,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,operatorname,操作人名称,b_user_city,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,refundprice,实际退款金额,nw_apply_refund_record,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,mobile,手机号码,dd_user,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,mobile,手机号码,qy_member_copy1,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
数据表,,cons_user_package,,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,name,用户姓名,dd_user,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,outdeptcode,出院科室代码,mc_mcopy_case,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,diagnosisname,诊断名称,presc_order,,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称
字段,,money,复印金额,tb_order_case,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,m_cardno_openid,卡号和openId关联表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,chiefcomplaint,主诉,net_water,,
字段,,operatorname,操作人姓名,qy_fault_process,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,assistdeptnames,"协助科室名称 多个逗号分隔",b_failure_report_dispatch,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,payprice,支付金额(实收),p_2bill_check,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operatorname,操作者名称,mc_price_manage,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,base_label,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,fee,费用,nw_nursing_water,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,b_user_member_card,,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,presc_order_audit,处方审核,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,rf_cloud_data,卡思特云报表数据,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,transactionno,支付流水号,p_refund_review,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录
字段,,realname,用户姓名,sys_user,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,escortmobile,陪护人手机号,b_user_escort,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
数据表,,sys_user_message,用户消息表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,unfreezeamount,解冻金额（分）,p_fundauth_unfreeze,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,belongdeptname,医师所属的临床科室名称,b_doctor_ex,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operatorname,操作者名称,o_overorder,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,druggistcode,药商编码,p_druggist_drugs_catalog_manage,,健康医疗数据规范-卫生资源数据-医院运营数据-供应商数据
字段,,username,患者姓名,yy_water,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,yy_wait_rule,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,memberid,就诊人ID,m_msg_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,email,邮箱,sys_user,健康医疗数据规范-个人属性数据-个人通讯信息-邮箱,
字段,,sex,性别。0表示未定义，1表示男性，2表示女性,qy_member,健康医疗数据规范-个人属性数据-人口统计信息-性别,
字段,,hospitalno,住院号,b_patient_old,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,operatorname,操作人姓名,o_order,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,qrtz_paused_trigger_grps,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,operatorname,操作人姓名,pb_fjmi_out_bill,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,qr_guide_2019,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人姓名,pb_fjmi_bill_check,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,fundfee,基金支付总额(分),mi_medicalins,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,sumofmoney,总金额（分）,presc_order,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,itemcode,检查检验id,presc_check,健康医疗数据规范-个人属性数据-个人身份信息-各类检查检验相关单号,
数据表,,cons_collect_doctor_subject,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operatorname,,cons_consult_msg_read,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,pb_fjmi_bill_check,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额;健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
数据表,,p_fundauth_freeze_to_pay,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人姓名,w_wheelchair_config,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,idcode,就诊卡号,mc_mcopy_user,,
字段,,sex,"性别 1男2女3未知",o_order_member,健康医疗数据规范-个人属性数据-人口统计信息-性别,
字段,,operatorname,操作人名称,me_stopwater,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,qy_vote_question,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,p_merchant_failure,,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operatorname,,pb_bill_check_dealrecord,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,o_order,订单信息表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,inhospitalno,住院号,qy_warn_value,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,mobile,手机号,b_provingcode,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,druggistname,药商名称,p_druggist_drugs_catalog_manage,,健康医疗数据规范-卫生资源数据-医院运营数据-供应商数据
字段,,deptid,,base_dept_ex,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,doctorname,咨询医生姓名,cons_consult_water,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,o_order_extension,订单扩展表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operatorname,操作人名称,b_label,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,idcardnoaddress,身份证地址,b_behos_checkin,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,operator_name,操作人名称,svn_schedule_node,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,occupation,职业,b_behos_checkin,健康医疗数据规范-个人属性数据-人口统计信息-职业,
字段,,operatorname,操作者名称,o_bizorder_copy1,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,parentdeptcode,父科室代码,b_dept,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,password,密码（历史密码）,sys_login_info,健康医疗数据规范-个人属性数据-个人通讯信息-账号及关联信息,
数据表,,sys_token,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
